stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\pepem\OneDrive\Documentos\dev\POCs_Projeto\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.35439] added dtor for sub_bitmap 00000279D209DEA0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35450] added dtor for sub_bitmap 00000279D20A0180, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35459] added dtor for sub_bitmap 00000279D209F5E0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35468] added dtor for sub_bitmap 00000279D209D300, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35476] added dtor for sub_bitmap 00000279D209CF20, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35483] added dtor for sub_bitmap 00000279D209EA40, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35493] added dtor for sub_bitmap 00000279D209CD30, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35502] added dtor for sub_bitmap 00000279D209E090, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35512] added dtor for sub_bitmap 00000279D209E280, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35521] added dtor for sub_bitmap 00000279D209EC30, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35531] added dtor for sub_bitmap 00000279D209CB40, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35540] added dtor for sub_bitmap 00000279D209D110, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35550] added dtor for sub_bitmap 00000279D209C950, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35564] added dtor for sub_bitmap 00000279D209F7D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35576] added dtor for sub_bitmap 00000279D209E470, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35587] added dtor for sub_bitmap 00000279D209E660, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35599] added dtor for sub_bitmap 00000279D209F010, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35609] added dtor for sub_bitmap 00000279D209F9C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35622] added dtor for sub_bitmap 00000279D20A6230, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35633] added dtor for sub_bitmap 00000279D20A6BE0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35651] added dtor for sub_bitmap 00000279D20A54A0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35670] added dtor for sub_bitmap 00000279D20A6800, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35681] added dtor for sub_bitmap 00000279D20A6420, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35692] added dtor for sub_bitmap 00000279D20A50C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35706] added dtor for sub_bitmap 00000279D20A6DD0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35718] added dtor for sub_bitmap 00000279D20A5E50, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35728] added dtor for sub_bitmap 00000279D20A3D60, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35738] added dtor for sub_bitmap 00000279D20A4330, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35747] added dtor for sub_bitmap 00000279D20A4900, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35757] added dtor for sub_bitmap 00000279D20A3790, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35767] added dtor for sub_bitmap 00000279D20A3F50, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35779] added dtor for sub_bitmap 00000279D20A6040, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35788] added dtor for sub_bitmap 00000279D20A5690, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35799] added dtor for sub_bitmap 00000279D20A5880, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35809] added dtor for sub_bitmap 00000279D20A5A70, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35820] added dtor for sub_bitmap 00000279D20A69F0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35830] added dtor for sub_bitmap 00000279D20A4140, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35839] added dtor for sub_bitmap 00000279D20A52B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35848] added dtor for sub_bitmap 00000279D20A4520, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35859] added dtor for sub_bitmap 00000279D20A5C60, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35869] added dtor for sub_bitmap 00000279D20A6610, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35878] added dtor for sub_bitmap 00000279D20A4CE0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35888] added dtor for sub_bitmap 00000279D20A71B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35899] added dtor for sub_bitmap 00000279D20A6FC0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35909] added dtor for sub_bitmap 00000279D20A4710, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35919] added dtor for sub_bitmap 00000279D20A35A0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35928] added dtor for sub_bitmap 00000279D20A4AF0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35936] added dtor for sub_bitmap 00000279D20A3980, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35945] added dtor for sub_bitmap 00000279D20A3B70, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35954] added dtor for sub_bitmap 00000279D20A4ED0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35964] added dtor for sub_bitmap 00000279D20AC630, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35973] added dtor for sub_bitmap 00000279D20ABA90, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35984] added dtor for sub_bitmap 00000279D20A97B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.35993] added dtor for sub_bitmap 00000279D20AA160, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36003] added dtor for sub_bitmap 00000279D20AAEF0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36015] added dtor for sub_bitmap 00000279D20ABC80, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36025] added dtor for sub_bitmap 00000279D20AB8A0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36037] added dtor for sub_bitmap 00000279D20AB2D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36048] added dtor for sub_bitmap 00000279D20A9F70, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36056] added dtor for sub_bitmap 00000279D20AA540, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36065] added dtor for sub_bitmap 00000279D20ABE70, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36076] added dtor for sub_bitmap 00000279D20ACC00, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36087] added dtor for sub_bitmap 00000279D20AC820, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36097] added dtor for sub_bitmap 00000279D20AC440, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36106] added dtor for sub_bitmap 00000279D20AB0E0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36116] added dtor for sub_bitmap 00000279D20AC250, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36126] added dtor for sub_bitmap 00000279D20ACA10, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36136] added dtor for sub_bitmap 00000279D20AAB10, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36149] added dtor for sub_bitmap 00000279D20ACDF0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36164] added dtor for sub_bitmap 00000279D20AA350, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36175] added dtor for sub_bitmap 00000279D20A95C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36187] added dtor for sub_bitmap 00000279D20ACFE0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36203] added dtor for sub_bitmap 00000279D20AB4C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36215] added dtor for sub_bitmap 00000279D20AAD00, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36227] added dtor for sub_bitmap 00000279D20AD1D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36238] added dtor for sub_bitmap 00000279D20AA920, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36248] added dtor for sub_bitmap 00000279D20AB6B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36258] added dtor for sub_bitmap 00000279D20AC060, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36267] added dtor for sub_bitmap 00000279D20A99A0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36285] added dtor for sub_bitmap 00000279D20A9B90, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36295] added dtor for sub_bitmap 00000279D20A9D80, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36306] added dtor for sub_bitmap 00000279D20AA730, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36319] added dtor for sub_bitmap 00000279D20B0A80, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36329] added dtor for sub_bitmap 00000279D20B04B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36338] added dtor for sub_bitmap 00000279D20AE7A0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36349] added dtor for sub_bitmap 00000279D20AFB00, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36358] added dtor for sub_bitmap 00000279D20B1050, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36368] added dtor for sub_bitmap 00000279D20B1620, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36376] added dtor for sub_bitmap 00000279D20B06A0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36386] added dtor for sub_bitmap 00000279D20AED70, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36398] added dtor for sub_bitmap 00000279D20AF720, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36411] added dtor for sub_bitmap 00000279D20B1240, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36420] added dtor for sub_bitmap 00000279D20ADC00, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36432] added dtor for sub_bitmap 00000279D20B0C70, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36441] added dtor for sub_bitmap 00000279D20AE5B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36450] added dtor for sub_bitmap 00000279D20ADDF0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36459] added dtor for sub_bitmap 00000279D20AEF60, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36468] added dtor for sub_bitmap 00000279D20AE990, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36476] added dtor for sub_bitmap 00000279D20AFCF0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36487] added dtor for sub_bitmap 00000279D20AEB80, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36496] added dtor for sub_bitmap 00000279D20ADA10, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36508] added dtor for sub_bitmap 00000279D20AF530, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36519] added dtor for sub_bitmap 00000279D20AF910, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36528] added dtor for sub_bitmap 00000279D20ADFE0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36538] added dtor for sub_bitmap 00000279D20AFEE0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36547] added dtor for sub_bitmap 00000279D20B0890, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36556] added dtor for sub_bitmap 00000279D20AE1D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36564] added dtor for sub_bitmap 00000279D20AF150, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36574] added dtor for sub_bitmap 00000279D20AF340, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36583] added dtor for sub_bitmap 00000279D20B1430, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36595] added dtor for sub_bitmap 00000279D20AE3C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36605] added dtor for sub_bitmap 00000279D20B00D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36620] added dtor for sub_bitmap 00000279D20B02C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36630] added dtor for sub_bitmap 00000279D20B0E60, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36646] added dtor for sub_bitmap 00000279D20B86D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36656] added dtor for sub_bitmap 00000279D20B6F90, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36667] added dtor for sub_bitmap 00000279D20BD450, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36677] added dtor for sub_bitmap 00000279D20BB740, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36688] added dtor for sub_bitmap 00000279D20B6200, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36698] added dtor for sub_bitmap 00000279D20B6DA0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36708] added dtor for sub_bitmap 00000279D20B5C30, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36717] added dtor for sub_bitmap 00000279D20BB930, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36725] added dtor for sub_bitmap 00000279D20B5E20, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36733] added dtor for sub_bitmap 00000279D20BB360, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36743] added dtor for sub_bitmap 00000279D20B82F0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36751] added dtor for sub_bitmap 00000279D20B7750, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36761] added dtor for sub_bitmap 00000279D20B8100, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36772] added dtor for sub_bitmap 00000279D20B6010, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36783] added dtor for sub_bitmap 00000279D20B6BB0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36793] added dtor for sub_bitmap 00000279D20BB170, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36802] added dtor for sub_bitmap 00000279D20B9A30, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36816] added dtor for sub_bitmap 00000279D20B9840, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36830] added dtor for sub_bitmap 00000279D20BA5D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36841] added dtor for sub_bitmap 00000279D20BC4D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36856] added dtor for sub_bitmap 00000279D20B7180, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36870] added dtor for sub_bitmap 00000279D20B9650, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36884] added dtor for sub_bitmap 00000279D20B7370, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36895] added dtor for sub_bitmap 00000279D20BA7C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36905] added dtor for sub_bitmap 00000279D20B9C20, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36914] added dtor for sub_bitmap 00000279D20B8E90, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36923] added dtor for sub_bitmap 00000279D20B8CA0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36935] added dtor for sub_bitmap 00000279D20BBB20, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36950] added dtor for sub_bitmap 00000279D20B7940, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36961] added dtor for sub_bitmap 00000279D20BA9B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36971] added dtor for sub_bitmap 00000279D20B7F10, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36982] added dtor for sub_bitmap 00000279D20B9080, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.36991] added dtor for sub_bitmap 00000279D20BAF80, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37000] added dtor for sub_bitmap 00000279D20B84E0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37009] added dtor for sub_bitmap 00000279D20B9E10, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37016] added dtor for sub_bitmap 00000279D20B5A40, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37025] added dtor for sub_bitmap 00000279D20BBD10, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37036] added dtor for sub_bitmap 00000279D20B88C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37043] added dtor for sub_bitmap 00000279D20BABA0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37055] added dtor for sub_bitmap 00000279D20B7B30, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37070] added dtor for sub_bitmap 00000279D20B7D20, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37082] added dtor for sub_bitmap 00000279D20B63F0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37092] added dtor for sub_bitmap 00000279D20BA000, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37101] added dtor for sub_bitmap 00000279D20B8AB0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37111] added dtor for sub_bitmap 00000279D20B65E0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37119] added dtor for sub_bitmap 00000279D20B9270, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37130] added dtor for sub_bitmap 00000279D20B9460, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37142] added dtor for sub_bitmap 00000279D20BC6C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37152] added dtor for sub_bitmap 00000279D20BA1F0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37161] added dtor for sub_bitmap 00000279D20BAD90, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37171] added dtor for sub_bitmap 00000279D20BD260, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37181] added dtor for sub_bitmap 00000279D20B67D0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37191] added dtor for sub_bitmap 00000279D20BBF00, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37204] added dtor for sub_bitmap 00000279D20BA3E0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37216] added dtor for sub_bitmap 00000279D20B69C0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37228] added dtor for sub_bitmap 00000279D20B7560, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37238] added dtor for sub_bitmap 00000279D20BB550, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37251] added dtor for sub_bitmap 00000279D20BC0F0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37262] added dtor for sub_bitmap 00000279D20BC2E0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37273] added dtor for sub_bitmap 00000279D20BC8B0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37284] added dtor for sub_bitmap 00000279D20BCAA0, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37295] added dtor for sub_bitmap 00000279D20BCC90, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37306] added dtor for sub_bitmap 00000279D20BCE80, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37321] added dtor for sub_bitmap 00000279D20BD070, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37333] added dtor for sub_bitmap 00000279D20BD640, func 00007FFD848D118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.37346] added dtor for sub_bitmap 00000279D20C3D50, func 00007FFD848D118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.37362] removed dtor for bitmap 00000279D1F9A0E0
dtor     D               dtor.c:196  _al_register_destructor          [   0.37381] added dtor for font 00000279D1FF7480, func 00007FFDB82A128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.37397] removed dtor for bitmap 00000279D1F99EF0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.42884] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.42903] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55893] removed dtor for font 00000279D1FF7480
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55911] removed dtor for sub_bitmap 00000279D2045C80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55923] removed dtor for sub_bitmap 00000279D2046060
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55934] removed dtor for sub_bitmap 00000279D2046250
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55947] removed dtor for sub_bitmap 00000279D2046630
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55958] removed dtor for sub_bitmap 00000279D20475B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55967] removed dtor for sub_bitmap 00000279D20473C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55976] removed dtor for sub_bitmap 00000279D2046820
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55987] removed dtor for sub_bitmap 00000279D2046A10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.55999] removed dtor for sub_bitmap 00000279D2046C00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56009] removed dtor for sub_bitmap 00000279D2046DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56019] removed dtor for sub_bitmap 00000279D20458A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56029] removed dtor for sub_bitmap 00000279D20471D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56042] removed dtor for sub_bitmap 00000279D2046FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56054] removed dtor for sub_bitmap 00000279D2045A90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56064] removed dtor for sub_bitmap 00000279D20894B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56074] removed dtor for sub_bitmap 00000279D2087D70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56082] removed dtor for sub_bitmap 00000279D2088720
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56090] removed dtor for sub_bitmap 00000279D2088EE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56101] removed dtor for sub_bitmap 00000279D20896A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56113] removed dtor for sub_bitmap 00000279D2089A80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56123] removed dtor for sub_bitmap 00000279D2089890
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56131] removed dtor for sub_bitmap 00000279D2088910
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56138] removed dtor for sub_bitmap 00000279D2087F60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56146] removed dtor for sub_bitmap 00000279D2088150
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56154] removed dtor for sub_bitmap 00000279D2088340
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56164] removed dtor for sub_bitmap 00000279D2088530
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56171] removed dtor for sub_bitmap 00000279D20890D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56177] removed dtor for sub_bitmap 00000279D20892C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56183] removed dtor for sub_bitmap 00000279D2088B00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56191] removed dtor for sub_bitmap 00000279D2088CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56202] removed dtor for sub_bitmap 00000279D208D2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56213] removed dtor for sub_bitmap 00000279D208CD20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56223] removed dtor for sub_bitmap 00000279D208CF10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56235] removed dtor for sub_bitmap 00000279D208D100
